Country,Region,Points,Price,Grape
Spain,Central Spain,88,11.0,Tempranillo
US,California,90,55.0,Cabernet Sauvignon
Spain,Catalonia,90,35.0,Sparkling Blend
Bulgaria,Thracian Valley,90,26.0,Mavrud
US,California,90,46.0,Chardonnay
US,California,90,55.0,Pinot Noir
US,California,90,30.0,Pinot Noir
US,New York,90,25.0,Cabernet Franc
US,New York,90,27.0,Pinot Noir
US,Washington,90,28.0,Syrah
Italy,Tuscany,90,62.0,Sangiovese
US,California,90,48.0,Chardonnay
Italy,Tuscany,90,80.0,Sangiovese
US,California,90,36.0,Sauvignon Blanc
US,California,90,48.0,Red Blend
US,California,90,60.0,Chardonnay
Canada,British Columbia,90,24.0,Riesling
US,California,90,42.0,Cabernet Franc
US,California,90,45.0,Sangiovese
US,California,90,39.0,Zinfandel
US,California,90,25.0,Sauvignon Blanc
US,Washington,90,40.0,Bordeaux-style Red Blend
Slovenia,Goriska Brda,90,40.0,Ribolla Gialla
US,California,90,40.0,Charbono
Italy,Tuscany,90,60.0,Sangiovese
Canada,British Columbia,90,19.0,Pinot Gris
US,California,90,85.0,Cabernet Sauvignon
Spain,Andalucia,90,26.0,Palomino
Italy,Tuscany,90,25.0,Red Blend
US,California,90,15.0,Tempranillo
France,Rhône Valley,90,24.0,Rosé
US,California,86,18.0,Red Blend
South Africa,Stellenbosch,86,35.0,Sauvignon Blanc
Argentina,Mendoza Province,86,26.0,Torrontés
Argentina,Other,86,39.0,Malbec-Cabernet Sauvignon
South Africa,Western Cape,86,11.0,Sauvignon Blanc
US,California,85,15.0,Red Blend
France,Southwest France,85,9.0,Rosé
France,Southwest France,85,16.0,Red Blend
US,California,85,15.0,Cabernet Sauvignon
France,Burgundy,85,18.0,Pinot Noir-Gamay
Italy,Northeastern Italy,85,9.0,Pinot Nero
Portugal,Tejo,85,11.0,Portuguese Red
France,Southwest France,85,12.0,Rosé
France,Southwest France,85,14.0,Malbec
South Africa,Western Cape,85,10.0,Sauvignon Blanc
US,California,85,12.0,Cabernet Sauvignon
US,California,85,18.0,Merlot
Argentina,Mendoza Province,85,14.0,Malbec
Italy,Veneto,85,10.0,Garganega
Argentina,Mendoza Province,85,13.0,White Blend
Portugal,Dão,85,10.0,Portuguese Red
South Africa,Overberg,85,20.0,Chardonnay
Argentina,Mendoza Province,85,30.0,Bordeaux-style Red Blend
Spain,Northern Spain,85,50.0,Red Blend
South Africa,Robertson,85,16.0,Sauvignon Blanc
France,Rhône Valley,85,11.0,Rhône-style Red Blend
Argentina,Mendoza Province,85,15.0,Sparkling Blend
US,California,85,65.0,Cabernet Sauvignon
Bulgaria,Thracian Valley,85,9.0,Chardonnay
Israel,Galilee,85,30.0,Chardonnay
Spain,Catalonia,89,26.0,Red Blend
US,California,89,20.0,Chardonnay
US,California,89,25.0,Riesling
US,California,89,36.0,Chardonnay
France,Southwest France,89,14.0,Gros Manseng
US,California,89,36.0,Tempranillo
Italy,Tuscany,89,23.0,Red Blend
US,California,89,30.0,Petit Verdot
Italy,Tuscany,89,28.0,Red Blend
Chile,Maipo Valley,89,20.0,Cabernet Sauvignon
US,California,89,36.0,G-S-M
US,Oregon,89,45.0,Pinot Noir
US,Oregon,89,20.0,Pinot Gris
Chile,Casablanca Valley,89,20.0,Pinot Noir
Italy,Tuscany,89,45.0,Red Blend
Chile,Cachapoal Valley,89,20.0,Syrah
US,Oregon,89,28.0,Pinot Noir
US,California,89,42.0,Syrah
Italy,Tuscany,89,110.0,Cabernet Franc
Chile,Colchagua Valley,89,25.0,Cabernet Sauvignon
US,Oregon,89,14.0,Riesling
US,Oregon,89,18.0,Rosé
US,California,89,39.0,Red Blend
Italy,Tuscany,89,90.0,Red Blend
Portugal,Douro,89,18.0,Portuguese Red
Portugal,Terras do Dão,89,7.0,Portuguese Red
Portugal,Alentejano,89,17.0,Portuguese Red
Chile,Leyda Valley,89,17.0,Sauvignon Blanc
France,Southwest France,89,20.0,White Blend
Italy,Tuscany,87,50.0,Sangiovese
Italy,Tuscany,87,87.0,Sangiovese
US,Washington,87,28.0,Cabernet Sauvignon
US,Washington,87,36.0,Bordeaux-style Red Blend
France,Bordeaux,87,35.0,Bordeaux-style Red Blend
France,Bordeaux,87,30.0,Bordeaux-style Red Blend
US,California,87,28.0,Bordeaux-style Red Blend
Italy,Tuscany,87,20.0,Red Blend
US,California,87,18.0,Primitivo
US,California,87,32.0,Red Blend
US,Washington,87,28.0,Merlot
US,Washington,87,26.0,Syrah
US,California,87,32.0,Sauvignon Blanc
US,California,87,11.0,Cabernet Sauvignon
US,Washington,87,26.0,Rhône-style White Blend
US,California,87,19.0,Syrah
US,Idaho,87,22.0,Red Blend
US,Washington,87,28.0,Bordeaux-style Red Blend
US,California,87,28.0,Pinot Blanc
US,California,87,20.0,Zinfandel
US,California,87,25.0,Red Blend
US,New York,87,16.0,Chardonnay
US,New York,87,18.0,Gewürztraminer
US,California,87,25.0,Cabernet Sauvignon
France,Bordeaux,87,10.0,Bordeaux-style Red Blend
Italy,Sicily & Sardinia,90,22.0,Moscato
Greece,Santorini,90,20.0,Assyrtiko
US,Oregon,90,48.0,Pinot Noir
US,California,90,30.0,Chardonnay
France,Burgundy,90,59.0,Chardonnay
France,Alsace,90,24.0,Sylvaner
France,Alsace,90,20.0,White Blend
France,Alsace,90,20.0,Pinot Blanc
US,Oregon,90,18.0,Pinot Gris
US,California,90,70.0,Cabernet Sauvignon
US,California,90,25.0,Riesling
Italy,Sicily & Sardinia,90,36.0,Nerello Mascalese
Australia,South Australia,90,65.0,Shiraz
US,California,90,42.0,Merlot
US,California,90,50.0,Cabernet Sauvignon
US,California,90,28.0,Negroamaro
US,California,90,22.0,Mourvèdre
US,California,90,26.0,Barbera
US,California,90,80.0,Red Blend
US,California,90,28.0,Tempranillo
Chile,Peumo,90,24.0,Red Blend
Spain,Northern Spain,90,21.0,Tempranillo Blend
US,California,90,50.0,Rhône-style Red Blend
US,California,90,40.0,Zinfandel
US,California,90,22.0,Syrah
Germany,Mosel,90,30.0,Riesling
US,California,90,50.0,Cabernet Franc
US,California,90,55.0,Cabernet Sauvignon
Spain,Catalonia,90,35.0,Sparkling Blend
US,New York,90,37.0,Champagne Blend
US,California,90,42.0,Merlot
Spain,Catalonia,90,25.0,Sparkling Blend
US,California,90,60.0,Cabernet Sauvignon
US,New York,90,27.0,Pinot Noir
France,Burgundy,90,45.0,Chardonnay
France,Loire Valley,90,20.0,Romorantin
US,California,90,48.0,Pinot Noir
Canada,British Columbia,90,38.0,Syrah
Bulgaria,Thracian Valley,90,28.0,Syrah
France,Burgundy,90,80.0,Pinot Noir
France,Loire Valley,90,19.0,Sauvignon Blanc
US,California,90,45.0,Pinot Noir
Italy,Tuscany,90,56.0,Sangiovese
France,Rhône Valley,90,24.0,Rosé
Spain,Galicia,90,36.0,Godello
Spain,Andalucia,90,26.0,Palomino
Italy,Tuscany,90,25.0,Red Blend
US,California,90,15.0,Tempranillo
Italy,Tuscany,90,22.0,Sangiovese
Italy,Tuscany,90,20.0,Red Blend
Spain,Northern Spain,90,30.0,Tempranillo
Italy,Tuscany,90,30.0,Red Blend
Italy,Tuscany,90,18.0,Red Blend
Italy,Tuscany,90,22.0,Sangiovese
Italy,Tuscany,90,28.0,Red Blend
US,California,90,40.0,Cabernet Sauvignon
US,Washington,92,35.0,Viognier
US,California,92,44.0,Chardonnay
US,California,92,32.0,Chardonnay
Chile,Colchagua Valley,92,30.0,Bordeaux-style Red Blend
Italy,Piedmont,92,113.0,Nebbiolo
France,Alsace,92,30.0,Riesling
Italy,Piedmont,92,92.0,Nebbiolo
Italy,Piedmont,92,75.0,Nebbiolo
US,California,92,50.0,Zinfandel
US,California,92,27.0,Chardonnay
Italy,Piedmont,92,49.0,Pinot Nero
Italy,Piedmont,92,19.0,Nebbiolo
Portugal,Dão,92,11.0,Portuguese Red
Portugal,Douro,92,44.0,Portuguese Red
France,Alsace,92,24.0,Riesling
US,Washington,92,15.0,Riesling
US,California,92,35.0,Syrah
US,California,92,33.0,Cabernet Sauvignon
US,Washington,92,140.0,Merlot
US,California,92,35.0,Syrah-Cabernet Sauvignon
US,Washington,92,75.0,Cabernet Sauvignon
US,California,92,40.0,Rhône-style Red Blend
Chile,Colchagua Valley,92,100.0,Red Blend
US,Washington,92,21.0,Riesling
US,California,92,80.0,Red Blend
US,Washington,92,28.0,Cabernet Sauvignon
US,California,92,40.0,Chardonnay
Italy,Italy Other,92,40.0,White Blend
Italy,Piedmont,92,500.0,Red Blend
France,Alsace,92,55.0,Gewürztraminer
Argentina,Mendoza Province,93,40.0,Malbec
US,California,93,40.0,Syrah
US,California,93,65.0,Chardonnay
France,Southwest France,93,65.0,Tannat-Cabernet
US,California,93,28.0,Syrah
US,California,93,51.0,Chardonnay
France,Provence,93,50.0,Rosé
France,Provence,93,34.0,Rosé
France,Southwest France,93,50.0,Malbec
France,Provence,93,30.0,Rosé
France,Provence,93,40.0,Rosé
US,California,93,30.0,Cabernet Sauvignon
US,California,93,45.0,Sauvignon Blanc
US,California,93,32.0,Red Blend
US,Oregon,93,125.0,Chardonnay
US,California,93,150.0,Cabernet Sauvignon
US,California,93,60.0,Syrah
US,Oregon,93,70.0,Pinot Noir
Spain,Andalucia,93,30.0,Sherry
US,Oregon,93,60.0,Pinot Noir
US,California,93,80.0,Sparkling Blend
France,Southwest France,93,25.0,Tannat-Merlot
US,California,93,32.0,Syrah
Spain,Northern Spain,93,61.0,Tempranillo
US,California,93,60.0,Pinot Noir
US,California,93,45.0,Chardonnay
US,Oregon,93,60.0,Pinot Noir
US,California,93,80.0,Pinot Noir
US,California,93,85.0,Pinot Noir
Italy,Tuscany,89,90.0,Red Blend
Portugal,Douro,89,18.0,Portuguese Red
Portugal,Terras do Dão,89,7.0,Portuguese Red
Portugal,Alentejano,89,17.0,Portuguese Red
France,Southwest France,89,18.0,Duras
US,California,89,39.0,Red Blend
Chile,Leyda Valley,89,17.0,Sauvignon Blanc
France,Southwest France,89,20.0,White Blend
Chile,Leyda Valley,89,22.0,Sauvignon Blanc
US,California,89,25.0,Chardonnay
Spain,Catalonia,89,50.0,Garnacha
US,California,89,31.0,Rhône-style Red Blend
Germany,Baden,89,25.0,Pinot Gris
Chile,Limarí Valley,89,26.0,Red Blend
Italy,Lombardy,89,27.0,Red Blend
US,California,89,25.0,Sparkling Blend
Italy,Tuscany,89,22.0,Red Blend
US,Oregon,89,18.0,Pinot Gris
Chile,Colchagua Valley,89,20.0,Cabernet Sauvignon
Italy,Tuscany,89,65.0,Cabernet Sauvignon
Portugal,Douro,89,60.0,Tinta Francisca
Italy,Tuscany,89,52.0,Red Blend
US,Oregon,89,25.0,Rosé
US,California,89,65.0,Cabernet Sauvignon
Italy,Tuscany,89,240.0,Red Blend
Italy,Tuscany,89,35.0,Red Blend
US,Oregon,89,40.0,Pinot Noir
Portugal,Douro,89,18.0,Portuguese Red
US,California,89,26.0,Pinot Noir
Greece,Peloponnese,89,13.0,White Blend
US,Oregon,90,28.0,Tempranillo
Portugal,Douro,90,18.0,Portuguese Red
US,California,90,40.0,Red Blend
Spain,Northern Spain,90,35.0,Tempranillo Blend
Italy,Piedmont,90,38.0,Barbera
Israel,Galilee,90,20.0,Cabernet Sauvignon
US,California,90,72.0,Pinot Noir
Germany,Mosel,90,60.0,Riesling
US,California,90,44.0,Pinot Noir
Israel,Galilee,90,15.0,Cabernet Sauvignon
Italy,Piedmont,90,70.0,Nebbiolo
Portugal,Alentejano,90,30.0,Portuguese White
US,California,90,36.0,Chardonnay
Israel,Galilee,90,40.0,Red Blend
US,California,90,70.0,Chardonnay
US,Oregon,90,48.0,Pinot Noir
Israel,Judean Hills,90,55.0,Cabernet Sauvignon
Italy,Piedmont,90,42.0,Nebbiolo
US,California,90,125.0,Cabernet Sauvignon
Italy,Piedmont,90,110.0,Nebbiolo
Italy,Piedmont,90,103.0,Nebbiolo
Italy,Piedmont,90,100.0,Nebbiolo
Italy,Piedmont,90,40.0,Nebbiolo
Italy,Piedmont,90,68.0,Nebbiolo
Spain,Northern Spain,90,24.0,Tempranillo
Italy,Piedmont,90,52.0,Nebbiolo
Australia,Tasmania,90,65.0,Pinot Noir
US,Oregon,90,37.0,Pinot Noir
US,Oregon,90,28.0,Sparkling Blend
US,California,85,13.0,Chardonnay
Israel,Galilee,85,30.0,Chardonnay
Portugal,Vinho Verde,85,10.0,Portuguese White
Portugal,Vinho Verde,85,9.0,Portuguese White
Portugal,Tejo,85,7.0,Alicante Bouschet
Portugal,Beira Atlantico,85,12.0,Portuguese Sparkling
France,Southwest France,85,15.0,Sauvignon Blanc
France,Southwest France,85,9.0,White Blend
Argentina,Mendoza Province,85,11.0,Malbec
Portugal,Tejo,85,28.0,Portuguese Sparkling
US,California,85,20.0,Chardonnay
US,California,85,18.0,Pinot Grigio
Portugal,Dão,85,11.0,Portuguese Sparkling
Portugal,Alentejano,85,7.0,Portuguese Red
Portugal,Bairrada,85,8.0,Portuguese Sparkling
South Africa,Stellenbosch,85,22.0,Chardonnay
Argentina,Mendoza Province,85,12.0,Malbec
South Africa,Western Cape,85,10.0,Chenin Blanc
France,Rhône Valley,85,16.0,Rhône-style White Blend
US,California,85,100.0,Cabernet Sauvignon
South Africa,Simonsberg-Paarl,85,15.0,Sauvignon Blanc
France,Southwest France,85,16.0,Rosé
France,Southwest France,85,12.0,Bordeaux-style White Blend
France,Southwest France,85,15.0,Chardonnay
Portugal,Portuguese Table Wine,85,10.0,Portuguese Red
Portugal,Alentejano,85,9.0,Portuguese Red
France,Burgundy,85,12.0,White Blend
US,California,85,30.0,Chardonnay
Germany,Rheinhessen,91,17.0,Riesling
US,Oregon,91,65.0,Pinot Noir
US,Oregon,91,32.0,Pinot Noir
France,Beaujolais,91,24.0,Gamay
Portugal,Tejo,91,35.0,Portuguese Red
Portugal,Península de Setúbal,91,17.0,Portuguese Red
Portugal,Alentejano,91,22.0,Portuguese Red
US,California,91,36.0,Pinot Noir
US,California,91,43.0,Syrah
Portugal,Douro,91,28.0,Portuguese Red
Portugal,Douro,91,75.0,Portuguese Red
Germany,Mosel,91,20.0,Riesling
Portugal,Tejo,91,30.0,Portuguese Red
Germany,Württemberg,91,24.0,Lemberger
Chile,Colchagua Valley,91,100.0,Red Blend
Chile,Colchagua Valley,91,30.0,Red Blend
Italy,Lombardy,91,26.0,Turbiana
US,Oregon,91,65.0,Pinot Noir
Chile,Aconcagua Valley,91,100.0,Petit Verdot
Italy,Tuscany,91,30.0,Red Blend
US,California,91,48.0,Pinot Noir
Portugal,Alentejano,91,26.0,Petite Verdot
Portugal,Douro,91,16.0,Portuguese Red
US,California,91,42.0,Pinot Noir
Italy,Piedmont,88,60.0,Nebbiolo
Italy,Piedmont,88,56.0,Nebbiolo
US,Oregon,88,19.0,Pinot Noir
US,California,88,21.0,Merlot
US,Oregon,88,20.0,Pinot Noir
US,Virginia,88,25.0,Cabernet Franc
US,Virginia,88,72.0,Bordeaux-style Red Blend
Argentina,Other,88,18.0,Torrontés
US,California,88,70.0,Bordeaux-style Red Blend
Argentina,Other,88,29.0,Cabernet Franc
Portugal,Dão,88,35.0,Portuguese Red
Bulgaria,Thracian Valley,88,10.0,Pinot Noir
US,California,88,26.0,Mourvèdre
Italy,Piedmont,88,28.0,Nebbiolo
Argentina,Other,88,12.0,Torrontés
Spain,Northern Spain,88,25.0,Mencía
Australia,South Australia,88,25.0,Chardonnay
US,Virginia,88,19.0,Merlot
Croatia,North Dalmatia,88,27.0,Posip
US,California,88,12.0,Zinfandel
France,Bordeaux,88,15.0,Bordeaux-style Red Blend
Romania,Dealurile Munteniei,88,9.0,Pinot Noir
US,California,88,22.0,Chardonnay
France,Loire Valley,88,37.0,Sauvignon Blanc
US,California,88,19.0,Fumé Blanc
US,California,88,40.0,Pinot Noir
US,California,88,70.0,Pinot Noir
US,California,87,34.0,Merlot
US,California,87,38.0,Cabernet Sauvignon
US,New York,87,14.0,Chardonnay
US,Washington,87,20.0,Zinfandel
US,Washington,87,30.0,Nebbiolo
US,New York,87,40.0,Cabernet Sauvignon
Spain,Levante,87,15.0,Monastrell
France,Bordeaux,87,20.0,Bordeaux-style Red Blend
US,New York,87,25.0,Cabernet Sauvignon
France,Bordeaux,87,35.0,Bordeaux-style Red Blend
France,Bordeaux,87,20.0,Bordeaux-style Red Blend
US,Idaho,87,23.0,Syrah
US,California,87,24.0,Riesling
US,California,87,16.0,Chardonnay
Italy,Tuscany,87,24.0,White Blend
US,California,87,20.0,Bordeaux-style Red Blend
US,California,87,12.0,White Blend
US,New York,87,20.0,Riesling
US,Washington,87,28.0,Merlot
France,Bordeaux,87,27.0,Bordeaux-style Red Blend
US,California,87,22.0,White Blend
US,Washington,87,50.0,Red Blend
US,California,87,28.0,Roussanne
US,California,87,25.0,Cabernet Sauvignon
US,Washington,87,40.0,Touriga Nacional
US,California,87,18.0,Cabernet Sauvignon
Italy,Tuscany,87,23.0,Sangiovese
US,Washington,87,14.0,Merlot
Spain,Northern Spain,90,15.0,Tempranillo
US,California,90,26.0,Sauvignon Blanc
Spain,Northern Spain,90,20.0,Tempranillo Blend
US,California,90,20.0,Cabernet Sauvignon
US,California,90,50.0,Mourvèdre
France,Burgundy,90,56.0,Pinot Noir
US,California,90,42.0,Grenache
Chile,Cachapoal Valley,90,27.0,Syrah
Germany,Rheingau,90,30.0,Riesling
US,California,90,28.0,Chardonnay
US,Oregon,90,32.0,Pinot Noir
France,Alsace,90,35.0,Pinot Noir
Germany,Rheinhessen,90,19.0,Müller-Thurgau
France,Burgundy,90,70.0,Pinot Noir
US,California,90,25.0,Sauvignon Blanc
US,California,90,40.0,Syrah
US,California,90,90.0,Cabernet Sauvignon
US,California,90,45.0,Chardonnay
US,Oregon,90,19.0,Pinot Gris
US,California,90,25.0,Gewürztraminer
France,Alsace,90,15.0,Pinot Blanc
France,Alsace,90,45.0,Pinot Auxerrois
France,Alsace,90,21.0,Pinot Blanc
US,Oregon,90,22.0,Pinot Noir
US,California,90,56.0,Cabernet Franc
Slovenia,Goriska Brda,90,15.0,Ribolla Gialla
Italy,Tuscany,90,70.0,Sangiovese
US,California,90,40.0,Chardonnay
US,California,90,85.0,Pinot Noir
US,California,90,24.0,Chardonnay
US,California,90,26.0,Chardonnay
US,Washington,90,46.0,Petit Verdot
US,California,90,24.0,Malbec
Italy,Tuscany,90,85.0,Sangiovese
Moldova,Moldova,90,32.0,Bordeaux-style Red Blend
US,California,90,36.0,Port
US,California,90,16.0,Sauvignon Blanc
France,Loire Valley,90,35.0,Pinot Noir
Italy,Tuscany,90,80.0,Sangiovese
US,New York,90,20.0,Riesling
US,Washington,90,15.0,Cabernet Sauvignon
India,Nashik,90,13.0,Shiraz
US,California,90,20.0,Red Blend
US,California,90,75.0,Cabernet Sauvignon
US,California,90,55.0,Chardonnay
Italy,Tuscany,90,22.0,Sangiovese
Italy,Tuscany,90,20.0,Red Blend
Spain,Northern Spain,90,30.0,Tempranillo
Italy,Tuscany,90,30.0,Red Blend
Italy,Tuscany,90,18.0,Red Blend
Italy,Tuscany,90,22.0,Sangiovese
US,California,90,35.0,Rosé
US,California,90,48.0,Cabernet Sauvignon
France,Burgundy,90,43.0,Chardonnay
US,New York,90,18.0,Gewürztraminer
US,California,93,32.0,Syrah
New Zealand,Kumeu,93,46.0,Chardonnay
France,Southwest France,93,40.0,Malbec
France,Southwest France,93,20.0,Tannat-Cabernet
US,California,93,55.0,Pinot Noir
US,California,93,94.0,Chardonnay
US,California,93,40.0,Syrah
US,Oregon,93,37.0,Pinot Noir
US,California,93,44.0,Pinot Noir
US,California,93,50.0,Cabernet Sauvignon
Austria,Niederösterreich,93,27.0,Pinot Noir
US,Washington,93,32.0,Malbec
Argentina,Mendoza Province,93,38.0,Cabernet Blend
New Zealand,Marlborough,93,33.0,Sauvignon Blanc
New Zealand,Central Otago,93,40.0,Riesling
US,California,93,36.0,White Blend
US,Oregon,93,35.0,Chardonnay
US,California,93,60.0,Pinot Noir
Spain,Northern Spain,93,37.0,Tempranillo
Spain,Northern Spain,93,44.0,Tempranillo Blend
Spain,Northern Spain,93,136.0,Red Blend
France,Provence,93,52.0,Rosé
US,California,93,48.0,Chardonnay
Italy,Southern Italy,93,80.0,Aglianico
US,California,93,30.0,Grenache
US,Washington,93,32.0,Syrah
Austria,Thermenregion,93,19.0,Pinot Noir
US,California,93,65.0,Pinot Noir
US,Oregon,90,50.0,Pinot Noir
US,Oregon,90,32.0,Pinot Gris
Germany,Mosel,90,23.0,Riesling
Italy,Piedmont,90,44.0,Nebbiolo
Israel,Galilee,90,40.0,Cabernet Sauvignon
Portugal,Lisboa,90,13.0,Portuguese Red
US,Oregon,90,15.0,Gewürztraminer
US,California,90,50.0,Pinot Noir
Germany,Mosel,90,22.0,Riesling
France,Burgundy,90,141.0,Chardonnay
France,Burgundy,90,74.0,Chardonnay
US,California,90,100.0,Cabernet Sauvignon
Italy,Piedmont,90,102.0,Nebbiolo
Italy,Piedmont,90,80.0,Nebbiolo
Italy,Piedmont,90,35.0,Nebbiolo
Italy,Piedmont,90,55.0,Nebbiolo
Italy,Piedmont,90,50.0,Nebbiolo
Israel,Galilee,90,38.0,Cabernet Franc-Cabernet Sauvignon
US,California,90,42.0,Zinfandel
US,California,90,26.0,White Blend
France,Champagne,90,65.0,Champagne Blend
Italy,Piedmont,90,70.0,Nebbiolo
Italy,Piedmont,90,60.0,Nebbiolo
US,California,90,50.0,Cabernet Sauvignon
US,California,90,44.0,Red Blend
US,Oregon,90,60.0,Pinot Noir
US,Oregon,90,20.0,Pinot Noir
US,California,90,45.0,Rhône-style White Blend
France,Alsace,92,34.0,Riesling
US,California,92,55.0,Chardonnay
US,California,92,75.0,Cabernet Sauvignon
US,California,92,34.0,Chardonnay
Portugal,Palmela,92,17.0,Castelão
France,Alsace,92,25.0,Riesling
France,Alsace,92,30.0,Riesling
France,Alsace,92,47.0,Riesling
France,Alsace,92,49.0,Riesling
France,Alsace,92,26.0,Riesling
Portugal,Alentejano,92,53.0,Portuguese Red
France,Bordeaux,92,65.0,Bordeaux-style Red Blend
France,Bordeaux,92,40.0,Bordeaux-style Red Blend
Italy,Piedmont,92,34.0,Nebbiolo
Italy,Piedmont,92,55.0,Nebbiolo
US,California,92,60.0,Syrah
US,California,92,100.0,Cabernet Sauvignon
US,Washington,92,39.0,Cabernet Franc
Portugal,Douro,92,25.0,Portuguese Red
US,Washington,92,42.0,Bordeaux-style Red Blend
US,California,92,65.0,Bordeaux-style Red Blend
Chile,Colchagua Valley,92,85.0,Carmenère
US,California,92,43.0,Chardonnay
Portugal,Dão,92,35.0,Encruzado
US,California,92,100.0,Cabernet Sauvignon
US,California,92,70.0,Chardonnay
US,California,92,80.0,Cabernet Sauvignon
Portugal,Douro,92,25.0,Portuguese Red
Italy,Piedmont,92,65.0,Nebbiolo
France,Bordeaux,92,65.0,Bordeaux-style Red Blend
Portugal,Tejo,85,15.0,Touriga Nacional-Cabernet Sauvignon
South Africa,Robertson,85,10.0,Chardonnay
South Africa,Western Cape,85,15.0,Sauvignon Blanc
France,Rhône Valley,85,63.0,Rhône-style White Blend
Argentina,Mendoza Province,85,35.0,Malbec
South Africa,Western Cape,85,10.0,Chenin Blanc
US,California,85,32.0,Sangiovese
US,California,85,18.0,Chardonnay
France,Southwest France,85,11.0,Colombard-Sauvignon Blanc
